country_code,year,inflation
LMY,2022,8.48730869535043
LMY,2021,4.22278962033194
LMY,2020,2.99313555869912
LMY,2019,2.75980873474443
LMY,2018,3.23929245939142
LMY,2017,3.63473722012434
LMY,2016,2.95249541214558
LMY,2015,3.16346457365876
MEA,2024,2.07655387954199
MEA,2023,4.22522603168918
MEA,2022,5.17980847967061
MEA,2021,2.86833027751019
MEA,2020,1.44703656998741
MEA,2019,1.33601568147656
MEA,2018,1.94579304594437
MEA,2017,2.06932928164424
MEA,2016,2.70750189418473
MEA,2015,1.6859921764201
MNA,2024,4.04611455313434
MNA,2023,6.09114152504141
MNA,2022,8.30646124447623
MNA,2021,5.21404940513043
MNA,2020,2.41513094083414
MNA,2019,2.65388100453608
MNA,2018,4.36615064471282
MNA,2017,4.64865184428512
MNA,2016,3.69725926870481
MNA,2015,2.04361764300244
TMN,2024,3.0861361109923
TMN,2023,7.70665764216232
TMN,2022,8.78598837999588
TMN,2021,5.46019980671871
TMN,2020,3.73003191530476
TMN,2019,3.00538949390383
TMN,2018,4.46231108475481
TMN,2017,4.97595150553833
TMN,2016,3.7651191635658
TMN,2015,2.52932817254229
MIC,2024,3.6045220384796
MIC,2023,6.1059011284828
MIC,2022,8.30646124447623
MIC,2021,4.12676744440695
MIC,2020,2.73249209419427
MIC,2019,2.74176382475804
MIC,2018,3.35102208952149
MIC,2017,3.33787586109568
MIC,2016,2.72461223295289
MIC,2015,3.12900274473925
NAC,2024,2.6655545188319
NAC,2023,3.99766999081457
NAC,2022,7.40280048696867
NAC,2021,4.04652602445635
NAC,2020,0.97529201430706
NAC,2019,1.88073954968807
NAC,2018,2.3554044847046
NAC,2017,1.86349706609469
NAC,2016,1.34517137635811
NAC,2015,0.621934248247613
OED,2024,2.76589367979522
OED,2023,5.67767862615429
OED,2022,8.23803240697186
OED,2021,2.81528854435832
OED,2020,0.73285164517586
OED,2019,1.74071267870181
OED,2018,1.9324681228636
OED,2017,1.82264336059063
OED,2016,0.443258157565783
OED,2015,0.338705695410168
OSS,2024,2.06969770479834
OSS,2023,5.51293808804143
OSS,2022,7.46811935414937
OSS,2021,2.4284453278932
OSS,2020,0.712593443137932
OSS,2019,1.6420600176894
OSS,2018,2.611223782638
OSS,2017,1.76041559180596
OSS,2016,0.642702771527304
OSS,2015,0.953206658777607
PSS,2024,2.8195484170954
PSS,2023,7.92164684826777
PSS,2022,6.09871755232029
PSS,2021,2.47788271992717
PSS,2020,0.386388224517504
PSS,2019,1.40719939417024
PSS,2018,2.89621932270298
PSS,2017,1.58394248575812
PSS,2016,1.07339388853343
PSS,2015,0.648242939254492
PST,2024,2.44091572720697
PST,2023,5.09396758978883
PST,2022,7.87737003690613
PST,2021,2.50835221473776
PST,2020,0.632267331911716
PST,2019,1.61963190184048
PST,2018,1.7386086198818
PST,2017,1.73079959118887
PST,2016,0.607397074641719
PST,2015,0.36804684232536
PRE,2024,4.13469278078273
PRE,2023,7.10220928557059
PRE,2022,8.77567482988523
PRE,2021,4.22278962033194
PRE,2020,3.39862928518853
PRE,2019,2.56908784664759
PRE,2018,2.80203783510174
PRE,2017,4.5783374121255
PRE,2016,4.38389195513915
PRE,2015,3.25472688117631
SST,2024,2.45545072159028
SST,2023,5.08677483158112
SST,2022,6.15375621933037
SST,2021,2.41070312174393
SST,2020,0.598986330824643
SST,2019,1.30544966502392
SST,2018,2.13062774274025
SST,2017,1.74989677484705
SST,2016,0.644075340346552
SST,2015,0.552796026277853
SAS,2024,3.72320611944934
SAS,2023,6.38250790219375
SAS,2022,7.18461996730066
SAS,2021,5.33853088974921
SAS,2020,5.6602199868936
SAS,2019,3.6289496588547
SAS,2018,3.33139516437672
SAS,2017,4.14162852223214
SAS,2016,4.45355240327605
SAS,2015,4.72755869604731
TSA,2024,3.72320611944934
TSA,2023,6.38250790219375
TSA,2022,7.18461996730066
TSA,2021,5.33853088974921
TSA,2020,5.6602199868936
TSA,2019,3.6289496588547
TSA,2018,3.33139516437672
TSA,2017,4.14162852223214
TSA,2016,4.45355240327605
TSA,2015,4.72755869604731
SSF,2024,4.23903922877036
SSF,2023,6.69759990789845
SSF,2022,9.45801281304023
SSF,2021,4.43905481215002
SSF,2020,3.39862928518853
SSF,2019,2.867588034469
SSF,2018,3.91133439990729
SSF,2017,5.18618655524149
SSF,2016,5.30264297710325
SSF,2015,3.47238752883652
SSA,2024,4.23903922877036
SSA,2023,6.69759990789845
SSA,2022,9.45801281304023
SSA,2021,4.22278962033194
SSA,2020,3.39862928518853
SSA,2019,2.867588034469
SSA,2018,3.91133439990729
SSA,2017,5.18618655524149
SSA,2016,5.30264297710325
SSA,2015,3.32437113264095
TSS,2024,4.23903922877036
TSS,2023,6.69759990789845
TSS,2022,9.45801281304023
TSS,2021,4.43905481215002
TSS,2020,3.39862928518853
TSS,2019,2.867588034469
TSS,2018,3.91133439990729
TSS,2017,5.18618655524149
TSS,2016,5.30264297710325
TSS,2015,3.47238752883652
WLD,2024,2.97200477643618
WLD,2023,5.87010268787553
WLD,2022,7.98518671835033
WLD,2021,3.4754032028988
WLD,2020,1.90509722047501
WLD,2019,2.227478809383
WLD,2018,2.44258329692817
WLD,2017,2.22314331448899
WLD,2016,1.59691227583204
WLD,2015,1.43702380935655
AFG,2024,-6.60118564073726
AFG,2023,-4.64470870797775
AFG,2022,13.7121023720065
AFG,2021,5.13320340824963
AFG,2020,5.60188791482224
AFG,2019,2.30237251516834
AFG,2018,0.626149149168847
AFG,2017,4.97595150553833
AFG,2016,4.38389195513915
AFG,2015,-0.661709164713742
